County,Date,Cases,Deaths,countyfp,Dem_RUCA,Dem_Desc,edr,planning.region,total.pop
Blue Earth,5/21/2020,104,1,013,D,Entirely urban,EDR 9 - South Central,Southwest,65767
Brown,5/18/2020,10,2,015,B,Town/rural mix,EDR 9 - South Central,Southwest,25243
Brown,5/19/2020,10,2,015,B,Town/rural mix,EDR 9 - South Central,Southwest,25243
Brown,5/20/2020,10,2,015,B,Town/rural mix,EDR 9 - South Central,Southwest,25243
Brown,5/21/2020,10,2,015,B,Town/rural mix,EDR 9 - South Central,Southwest,25243
Carlton,5/18/2020,66,0,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,35408
Carlton,5/19/2020,67,0,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,35408
Carlton,5/20/2020,70,0,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,35408
Carlton,5/21/2020,71,0,017,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,35408
Carver,5/18/2020,117,2,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,98799
Carver,5/19/2020,128,2,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,98799
Carver,5/20/2020,131,2,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,98799
Carver,5/21/2020,138,2,019,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,98799
Cass,5/18/2020,10,2,021,B,Town/rural mix,EDR 5 - North Central,Northwest,28810
Cass,5/19/2020,11,2,021,B,Town/rural mix,EDR 5 - North Central,Northwest,28810
Cass,5/20/2020,11,2,021,B,Town/rural mix,EDR 5 - North Central,Northwest,28810
Cass,5/21/2020,10,2,021,B,Town/rural mix,EDR 5 - North Central,Northwest,28810
Chippewa,5/18/2020,32,0,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chippewa,5/19/2020,34,0,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chippewa,5/20/2020,36,0,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chippewa,5/21/2020,37,0,023,B,Town/rural mix,EDR 6W- Upper Minnesota Valley,Southwest,12040
Chisago,5/18/2020,37,1,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Chisago,5/19/2020,38,1,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Chisago,5/20/2020,38,1,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Chisago,5/21/2020,39,1,025,D,Entirely urban,EDR 7E- East Central,Central,54297
Clay,5/18/2020,310,20,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clay,5/19/2020,318,21,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clay,5/20/2020,328,21,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clay,5/21/2020,344,22,027,D,Entirely urban,EDR 4 - West Central,Northwest,62040
Clearwater,5/18/2020,2,0,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Clearwater,5/19/2020,2,0,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Clearwater,5/20/2020,2,0,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Clearwater,5/21/2020,2,0,029,B,Town/rural mix,EDR 2 - Headwaters,Northwest,8824
Cook,5/18/2020,0,0,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cook,5/19/2020,0,0,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cook,5/20/2020,0,0,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cook,5/21/2020,0,0,031,A,Entirely rural,EDR 3 - Arrowhead,Northeast,5270
Cottonwood,5/18/2020,58,0,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Cottonwood,5/19/2020,59,0,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Cottonwood,5/20/2020,59,0,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Cottonwood,5/21/2020,59,0,033,B,Town/rural mix,EDR 8 - Southwest,Southwest,11437
Crow Wing,5/18/2020,30,1,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Crow Wing,5/19/2020,30,1,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Crow Wing,5/20/2020,38,1,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Crow Wing,5/21/2020,38,1,035,B,Town/rural mix,EDR 5 - North Central,Northwest,63505
Dakota,5/18/2020,802,23,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dakota,5/19/2020,841,25,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dakota,5/20/2020,885,31,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dakota,5/21/2020,929,32,037,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,414655
Dodge,5/18/2020,36,0,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
Dodge,5/19/2020,39,0,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
Dodge,5/20/2020,40,0,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
Dodge,5/21/2020,40,0,039,D,Entirely urban,EDR 10 - Southeast,Southeast,20485
Douglas,5/18/2020,21,0,041,B,Town/rural mix,EDR 4 - West Central,Northwest,36891
Douglas,5/19/2020,23,0,041,B,Town/rural mix,EDR 4 - West Central,Northwest,36891
Douglas,5/20/2020,24,0,041,B,Town/rural mix,EDR 4 - West Central,Northwest,36891
Douglas,5/21/2020,24,0,041,B,Town/rural mix,EDR 4 - West Central,Northwest,36891
Faribault,5/18/2020,10,0,043,B,Town/rural mix,EDR 9 - South Central,Southwest,13966
Faribault,5/19/2020,11,0,043,B,Town/rural mix,EDR 9 - South Central,Southwest,13966
Faribault,5/20/2020,10,0,043,B,Town/rural mix,EDR 9 - South Central,Southwest,13966
Faribault,5/21/2020,11,0,043,B,Town/rural mix,EDR 9 - South Central,Southwest,13966
Fillmore,5/18/2020,17,1,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,20825
Fillmore,5/19/2020,17,1,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,20825
Fillmore,5/20/2020,17,1,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,20825
Fillmore,5/21/2020,17,1,045,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,20825
Freeborn,5/18/2020,61,0,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,30619
Freeborn,5/19/2020,63,0,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,30619
Freeborn,5/20/2020,67,0,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,30619
Freeborn,5/21/2020,73,0,047,B,Town/rural mix,EDR 10 - Southeast,Southeast,30619
Goodhue,5/18/2020,34,0,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,46138
Goodhue,5/19/2020,36,0,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,46138
Goodhue,5/20/2020,38,0,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,46138
Goodhue,5/21/2020,40,1,049,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,46138
Grant,5/18/2020,2,0,051,A,Entirely rural,EDR 4 - West Central,Northwest,5923
Grant,5/19/2020,2,0,051,A,Entirely rural,EDR 4 - West Central,Northwest,5923
Grant,5/20/2020,2,0,051,A,Entirely rural,EDR 4 - West Central,Northwest,5923
Grant,5/21/2020,2,0,051,A,Entirely rural,EDR 4 - West Central,Northwest,5923
Hennepin,5/18/2020,5409,467,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,1224763
Hennepin,5/19/2020,5650,476,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,1224763
Hennepin,5/20/2020,5838,485,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,1224763
Hennepin,5/21/2020,6029,502,053,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,1224763
Houston,5/18/2020,2,0,055,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,18709
Houston,5/19/2020,2,0,055,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,18709
Houston,5/20/2020,2,0,055,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,18709
Houston,5/21/2020,2,0,055,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,18709
Hubbard,5/18/2020,0,0,057,B,Town/rural mix,EDR 2 - Headwaters,Northwest,20743
Hubbard,5/19/2020,0,0,057,B,Town/rural mix,EDR 2 - Headwaters,Northwest,20743
Hubbard,5/20/2020,0,0,057,B,Town/rural mix,EDR 2 - Headwaters,Northwest,20743
Hubbard,5/21/2020,0,0,057,B,Town/rural mix,EDR 2 - Headwaters,Northwest,20743
Isanti,5/18/2020,19,0,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,38584
Isanti,5/19/2020,19,0,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,38584
Isanti,5/20/2020,20,0,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,38584
Isanti,5/21/2020,20,0,059,C,Urban/town/rural mix,EDR 7E- East Central,Central,38584
Itasca,5/18/2020,49,5,061,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,45237
Itasca,5/19/2020,49,6,061,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,45237
Itasca,5/20/2020,50,6,061,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,45237
Itasca,5/21/2020,51,6,061,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,45237
Jackson,5/18/2020,36,0,063,B,Town/rural mix,EDR 8 - Southwest,Southwest,10104
Jackson,5/19/2020,36,0,063,B,Town/rural mix,EDR 8 - Southwest,Southwest,10104
Jackson,5/20/2020,36,0,063,B,Town/rural mix,EDR 8 - Southwest,Southwest,10104
Jackson,5/21/2020,36,0,063,B,Town/rural mix,EDR 8 - Southwest,Southwest,10104
Kanabec,5/18/2020,9,0,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,15948
Kanabec,5/19/2020,9,1,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,15948
Kanabec,5/20/2020,9,1,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,15948
Kanabec,5/21/2020,10,1,065,C,Urban/town/rural mix,EDR 7E- East Central,Central,15948
Kandiyohi,5/18/2020,415,1,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,42577
Kandiyohi,5/19/2020,420,1,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,42577
Kandiyohi,5/20/2020,426,1,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,42577
Kandiyohi,5/21/2020,428,1,067,B,Town/rural mix,EDR 6E- Southwest Central,Central,42577
Kittson,5/18/2020,1,0,069,A,Entirely rural,EDR 1 - Northwest,Northwest,4384
Kittson,5/19/2020,1,0,069,A,Entirely rural,EDR 1 - Northwest,Northwest,4384
Kittson,5/20/2020,1,0,069,A,Entirely rural,EDR 1 - Northwest,Northwest,4384
Kittson,5/21/2020,1,0,069,A,Entirely rural,EDR 1 - Northwest,Northwest,4384
Koochiching,5/18/2020,5,0,071,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,12776
Koochiching,5/19/2020,5,0,071,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,12776
Koochiching,5/20/2020,5,0,071,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,12776
Koochiching,5/21/2020,4,0,071,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,12776
Lac qui Parle,5/18/2020,3,0,073,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,6840
Lac qui Parle,5/19/2020,3,0,073,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,6840
Lac qui Parle,5/20/2020,3,0,073,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,6840
Lac qui Parle,5/21/2020,3,0,073,A,Entirely rural,EDR 6W- Upper Minnesota Valley,Southwest,6840
Lake,5/18/2020,1,0,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,10578
Lake,5/19/2020,1,0,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,10578
Lake,5/20/2020,1,0,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,10578
Lake,5/21/2020,1,0,075,B,Town/rural mix,EDR 3 - Arrowhead,Northeast,10578
Lake of the Woods,5/18/2020,0,0,077,A,Entirely rural,EDR 2 - Headwaters,Northwest,3841
Lake of the Woods,5/19/2020,0,0,077,A,Entirely rural,EDR 2 - Headwaters,Northwest,3841
Lake of the Woods,5/20/2020,0,0,077,A,Entirely rural,EDR 2 - Headwaters,Northwest,3841
Lake of the Woods,5/21/2020,0,0,077,A,Entirely rural,EDR 2 - Headwaters,Northwest,3841
Le Sueur,5/18/2020,35,1,079,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,27810
Le Sueur,5/19/2020,36,1,079,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,27810
Le Sueur,5/20/2020,36,1,079,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,27810
Le Sueur,5/21/2020,38,1,079,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,27810
Lincoln,5/18/2020,4,0,081,A,Entirely rural,EDR 8 - Southwest,Southwest,5724
Lincoln,5/19/2020,4,0,081,A,Entirely rural,EDR 8 - Southwest,Southwest,5724
Lincoln,5/20/2020,4,0,081,A,Entirely rural,EDR 8 - Southwest,Southwest,5724
Lincoln,5/21/2020,4,0,081,A,Entirely rural,EDR 8 - Southwest,Southwest,5724
Lyon,5/18/2020,26,0,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,25789
Lyon,5/19/2020,26,0,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,25789
Lyon,5/20/2020,26,0,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,25789
Lyon,5/21/2020,28,0,083,B,Town/rural mix,EDR 8 - Southwest,Southwest,25789
Mahnomen,5/18/2020,5,1,087,A,Entirely rural,EDR 2 - Headwaters,Northwest,5500
Mahnomen,5/19/2020,5,1,087,A,Entirely rural,EDR 2 - Headwaters,Northwest,5500
Mahnomen,5/20/2020,5,1,087,A,Entirely rural,EDR 2 - Headwaters,Northwest,5500
Mahnomen,5/21/2020,5,1,087,A,Entirely rural,EDR 2 - Headwaters,Northwest,5500
Marshall,5/18/2020,8,0,089,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,9397
Marshall,5/19/2020,8,0,089,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,9397
Marshall,5/20/2020,8,0,089,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,9397
Marshall,5/21/2020,8,0,089,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,9397
Martin,5/18/2020,120,5,091,B,Town/rural mix,EDR 9 - South Central,Southwest,20084
Martin,5/19/2020,123,5,091,B,Town/rural mix,EDR 9 - South Central,Southwest,20084
Martin,5/20/2020,123,5,091,B,Town/rural mix,EDR 9 - South Central,Southwest,20084
Martin,5/21/2020,124,5,091,B,Town/rural mix,EDR 9 - South Central,Southwest,20084
McLeod,5/18/2020,18,0,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,35816
McLeod,5/19/2020,18,0,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,35816
McLeod,5/20/2020,19,0,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,35816
McLeod,5/21/2020,21,0,085,C,Urban/town/rural mix,EDR 6E- Southwest Central,Central,35816
Meeker,5/18/2020,36,0,093,B,Town/rural mix,EDR 6E- Southwest Central,Central,23105
Meeker,5/19/2020,38,0,093,B,Town/rural mix,EDR 6E- Southwest Central,Central,23105
Meeker,5/20/2020,40,0,093,B,Town/rural mix,EDR 6E- Southwest Central,Central,23105
Meeker,5/21/2020,40,0,093,B,Town/rural mix,EDR 6E- Southwest Central,Central,23105
Mille Lacs,5/18/2020,12,1,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,25635
Mille Lacs,5/19/2020,13,1,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,25635
Mille Lacs,5/20/2020,15,1,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,25635
Mille Lacs,5/21/2020,14,1,095,C,Urban/town/rural mix,EDR 7E- East Central,Central,25635
Morrison,5/18/2020,27,0,097,B,Town/rural mix,EDR 5 - North Central,Northwest,32880
Morrison,5/19/2020,29,0,097,B,Town/rural mix,EDR 5 - North Central,Northwest,32880
Morrison,5/20/2020,31,0,097,B,Town/rural mix,EDR 5 - North Central,Northwest,32880
Morrison,5/21/2020,32,0,097,B,Town/rural mix,EDR 5 - North Central,Northwest,32880
Mower,5/18/2020,65,0,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,39386
Mower,5/19/2020,72,0,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,39386
Mower,5/20/2020,78,1,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,39386
Mower,5/21/2020,87,1,099,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,39386
Murray,5/18/2020,33,0,101,A,Entirely rural,EDR 8 - Southwest,Southwest,8394
Murray,5/19/2020,33,0,101,A,Entirely rural,EDR 8 - Southwest,Southwest,8394
Murray,5/20/2020,33,0,101,A,Entirely rural,EDR 8 - Southwest,Southwest,8394
Murray,5/21/2020,33,0,101,A,Entirely rural,EDR 8 - Southwest,Southwest,8394
Nicollet,5/18/2020,39,3,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,33477
Nicollet,5/19/2020,43,3,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,33477
Nicollet,5/20/2020,44,3,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,33477
Nicollet,5/21/2020,51,3,103,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,33477
Nobles,5/18/2020,1387,2,105,B,Town/rural mix,EDR 8 - Southwest,Southwest,21854
Nobles,5/19/2020,1394,2,105,B,Town/rural mix,EDR 8 - Southwest,Southwest,21854
Nobles,5/20/2020,1396,2,105,B,Town/rural mix,EDR 8 - Southwest,Southwest,21854
Nobles,5/21/2020,1414,2,105,B,Town/rural mix,EDR 8 - Southwest,Southwest,21854
Norman,5/18/2020,11,0,107,A,Entirely rural,EDR 1 - Northwest,Northwest,6589
Norman,5/19/2020,11,0,107,A,Entirely rural,EDR 1 - Northwest,Northwest,6589
Norman,5/20/2020,11,0,107,A,Entirely rural,EDR 1 - Northwest,Northwest,6589
Norman,5/21/2020,11,0,107,A,Entirely rural,EDR 1 - Northwest,Northwest,6589
Olmsted,5/18/2020,461,9,109,D,Entirely urban,EDR 10 - Southeast,Southeast,151685
Olmsted,5/19/2020,479,10,109,D,Entirely urban,EDR 10 - Southeast,Southeast,151685
Olmsted,5/20/2020,488,10,109,D,Entirely urban,EDR 10 - Southeast,Southeast,151685
Olmsted,5/21/2020,493,10,109,D,Entirely urban,EDR 10 - Southeast,Southeast,151685
Otter Tail,5/18/2020,47,0,111,B,Town/rural mix,EDR 4 - West Central,Northwest,57790
Otter Tail,5/19/2020,51,0,111,B,Town/rural mix,EDR 4 - West Central,Northwest,57790
Otter Tail,5/20/2020,51,0,111,B,Town/rural mix,EDR 4 - West Central,Northwest,57790
Otter Tail,5/21/2020,52,0,111,B,Town/rural mix,EDR 4 - West Central,Northwest,57790
Pennington,5/18/2020,2,0,113,B,Town/rural mix,EDR 1 - Northwest,Northwest,14197
Pennington,5/19/2020,3,0,113,B,Town/rural mix,EDR 1 - Northwest,Northwest,14197
Pennington,5/20/2020,3,0,113,B,Town/rural mix,EDR 1 - Northwest,Northwest,14197
Pennington,5/21/2020,4,0,113,B,Town/rural mix,EDR 1 - Northwest,Northwest,14197
Pine,5/18/2020,83,0,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,29057
Pine,5/19/2020,83,0,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,29057
Pine,5/20/2020,83,0,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,29057
Pine,5/21/2020,83,0,115,C,Urban/town/rural mix,EDR 7E- East Central,Central,29057
Pipestone,5/18/2020,10,0,117,B,Town/rural mix,EDR 8 - Southwest,Southwest,9229
Pipestone,5/19/2020,10,0,117,B,Town/rural mix,EDR 8 - Southwest,Southwest,9229
Pipestone,5/20/2020,10,0,117,B,Town/rural mix,EDR 8 - Southwest,Southwest,9229
Pipestone,5/21/2020,10,0,117,B,Town/rural mix,EDR 8 - Southwest,Southwest,9229
Polk,5/18/2020,56,2,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,31564
Polk,5/19/2020,56,2,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,31564
Polk,5/20/2020,57,2,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,31564
Polk,5/21/2020,57,2,119,C,Urban/town/rural mix,EDR 1 - Northwest,Northwest,31564
Pope,5/18/2020,5,0,121,B,Town/rural mix,EDR 4 - West Central,Northwest,10932
Pope,5/19/2020,5,0,121,B,Town/rural mix,EDR 4 - West Central,Northwest,10932
Pope,5/20/2020,6,0,121,B,Town/rural mix,EDR 4 - West Central,Northwest,10932
Pope,5/21/2020,6,0,121,B,Town/rural mix,EDR 4 - West Central,Northwest,10932
Ramsey,5/18/2020,1625,72,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,537893
Ramsey,5/19/2020,1720,74,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,537893
Ramsey,5/20/2020,1846,80,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,537893
Ramsey,5/21/2020,1925,86,123,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,537893
Red Lake,5/18/2020,3,0,125,A,Entirely rural,EDR 1 - Northwest,Northwest,4017
Red Lake,5/19/2020,3,0,125,A,Entirely rural,EDR 1 - Northwest,Northwest,4017
Red Lake,5/20/2020,3,0,125,A,Entirely rural,EDR 1 - Northwest,Northwest,4017
Red Lake,5/21/2020,3,0,125,A,Entirely rural,EDR 1 - Northwest,Northwest,4017
Redwood,5/18/2020,3,0,127,B,Town/rural mix,EDR 8 - Southwest,Southwest,15430
Redwood,5/19/2020,3,0,127,B,Town/rural mix,EDR 8 - Southwest,Southwest,15430
Redwood,5/20/2020,3,0,127,B,Town/rural mix,EDR 8 - Southwest,Southwest,15430
Redwood,5/21/2020,3,0,127,B,Town/rural mix,EDR 8 - Southwest,Southwest,15430
Renville,5/18/2020,5,0,129,A,Entirely rural,EDR 6E- Southwest Central,Central,14798
Renville,5/19/2020,5,0,129,A,Entirely rural,EDR 6E- Southwest Central,Central,14798
Renville,5/20/2020,5,0,129,A,Entirely rural,EDR 6E- Southwest Central,Central,14798
Renville,5/21/2020,5,0,129,A,Entirely rural,EDR 6E- Southwest Central,Central,14798
Rice,5/18/2020,260,2,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,65251
Rice,5/19/2020,270,2,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,65251
Rice,5/20/2020,295,2,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,65251
Rice,5/21/2020,307,2,131,C,Urban/town/rural mix,EDR 10 - Southeast,Southeast,65251
Rock,5/18/2020,20,0,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest,9433
Rock,5/19/2020,20,0,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest,9433
Rock,5/20/2020,20,0,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest,9433
Rock,5/21/2020,20,0,133,C,Urban/town/rural mix,EDR 8 - Southwest,Southwest,9433
Roseau,5/18/2020,1,0,135,B,Town/rural mix,EDR 1 - Northwest,Northwest,15537
Roseau,5/19/2020,1,0,135,B,Town/rural mix,EDR 1 - Northwest,Northwest,15537
Roseau,5/20/2020,1,0,135,B,Town/rural mix,EDR 1 - Northwest,Northwest,15537
Roseau,5/21/2020,1,0,135,B,Town/rural mix,EDR 1 - Northwest,Northwest,15537
Scott,5/18/2020,259,1,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,141463
Scott,5/19/2020,271,1,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,141463
Scott,5/20/2020,291,2,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,141463
Scott,5/21/2020,298,2,139,D,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,141463
Sherburne,5/18/2020,155,2,141,D,Entirely urban,EDR 7W- Central,Central,92024
Sherburne,5/19/2020,164,2,141,D,Entirely urban,EDR 7W- Central,Central,92024
Sherburne,5/20/2020,178,1,141,D,Entirely urban,EDR 7W- Central,Central,92024
Sherburne,5/21/2020,183,1,141,D,Entirely urban,EDR 7W- Central,Central,92024
Sibley,5/18/2020,10,0,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,14888
Sibley,5/19/2020,10,0,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,14888
Sibley,5/20/2020,11,0,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,14888
Sibley,5/21/2020,12,0,143,C,Urban/town/rural mix,EDR 9 - South Central,Southwest,14888
St. Louis,5/18/2020,105,13,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,200294
St. Louis,5/19/2020,107,13,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,200294
St. Louis,5/20/2020,110,13,137,C,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,200294
